uniquecode,Cruise,Year,Month,Ship_Code,St_Line,St_Station,Sml_PVolC3
9704 NM 76.7 49,199704,1997,4,NM,76.7,49,176
9704 NM 76.7 51,199704,1997,4,NM,76.7,51,198
9704 NM 76.7 55,199704,1997,4,NM,76.7,55,316
9704 NM 76.7 60,199704,1997,4,NM,76.7,60,114
9704 NM 76.7 70,199704,1997,4,NM,76.7,70,94
9704 NM 76.7 80,199704,1997,4,NM,76.7,80,116
9704 NM 76.7 90,199704,1997,4,NM,76.7,90,136
9704 NM 80 100,199704,1997,4,NM,80,100,65
9704 NM 80 51,199704,1997,4,NM,80,51,197
9704 NM 80 55,199704,1997,4,NM,80,55,62
9704 NM 80 60,199704,1997,4,NM,80,60,79
9704 NM 80 70,199704,1997,4,NM,80,70,29
9704 NM 80 80,199704,1997,4,NM,80,80,23
9704 NM 80 90,199704,1997,4,NM,80,90,90
9704 NM 81.8 46.9,199704,1997,4,NM,81.8,46.9,177
9704 NM 83.3 100,199704,1997,4,NM,83.3,100,69
9704 NM 83.3 110,199704,1997,4,NM,83.3,110,566
9704 NM 83.3 40.6,199704,1997,4,NM,83.3,40.6,242
9704 NM 83.3 42,199704,1997,4,NM,83.3,42,227
9704 NM 83.3 51,199704,1997,4,NM,83.3,51,62
9704 NM 83.3 55,199704,1997,4,NM,83.3,55,75
9704 NM 83.3 60,199704,1997,4,NM,83.3,60,50
9704 NM 83.3 70,199704,1997,4,NM,83.3,70,63
9704 NM 83.3 80,199704,1997,4,NM,83.3,80,47
9704 NM 83.3 90,199704,1997,4,NM,83.3,90,39
9704 NM 86.7 100,199704,1997,4,NM,86.7,100,34
9704 NM 86.7 110,199704,1997,4,NM,86.7,110,31
9704 NM 86.7 33,199704,1997,4,NM,86.7,33,43
9704 NM 86.7 35,199704,1997,4,NM,86.7,35,46
9704 NM 86.7 40,199704,1997,4,NM,86.7,40,14
9704 NM 86.7 70,199704,1997,4,NM,86.7,70,74
9704 NM 86.7 80,199704,1997,4,NM,86.7,80,32
9704 NM 86.7 90,199704,1997,4,NM,86.7,90,48
9704 NM 90 100,199704,1997,4,NM,90,100,37
9704 NM 90 110,199704,1997,4,NM,90,110,22
9704 NM 90 120,199704,1997,4,NM,90,120,25
9704 NM 90 28,199704,1997,4,NM,90,28,60
9704 NM 90 30,199704,1997,4,NM,90,30,48
9704 NM 90 35,199704,1997,4,NM,90,35,13
9704 NM 90 37,199704,1997,4,NM,90,37,52
9704 NM 90 45,199704,1997,4,NM,90,45,58
9704 NM 90 53,199704,1997,4,NM,90,53,63
9704 NM 90 60,199704,1997,4,NM,90,60,24
9704 NM 90 70,199704,1997,4,NM,90,70,47
9704 NM 90 80,199704,1997,4,NM,90,80,66
9704 NM 90 90,199704,1997,4,NM,90,90,25
9704 NM 93.3 100,199704,1997,4,NM,93.3,100,27
9704 NM 93.3 110,199704,1997,4,NM,93.3,110,26
9704 NM 93.3 120,199704,1997,4,NM,93.3,120,7
9704 NM 93.3 26.7,199704,1997,4,NM,93.3,26.7,16
9704 NM 93.3 28,199704,1997,4,NM,93.3,28,35
9704 NM 93.3 30,199704,1997,4,NM,93.3,30,59
9704 NM 93.3 35,199704,1997,4,NM,93.3,35,35
9704 NM 93.3 40,199704,1997,4,NM,93.3,40,35
9704 NM 93.3 45,199704,1997,4,NM,93.3,45,13
9704 NM 93.3 50,199704,1997,4,NM,93.3,50,22
9704 NM 93.3 55,199704,1997,4,NM,93.3,55,23
9704 NM 93.3 60,199704,1997,4,NM,93.3,60,43
9704 NM 93.3 70,199704,1997,4,NM,93.3,70,36
9704 NM 93.3 80,199704,1997,4,NM,93.3,80,28
9704 NM 93.3 90,199704,1997,4,NM,93.3,90,20
9803 SP 83.3 42,199803,1998,3,SP,83.3,42,89
9803 SP 90 28,199803,1998,3,SP,90,28,46
9803 SP 90 30,199803,1998,3,SP,90,30,18
9803 SP 90 35,199803,1998,3,SP,90,35,30
9803 SP 90 37,199803,1998,3,SP,90,37,31
9803 SP 90 45,199803,1998,3,SP,90,45,45
9803 SP 90 53,199803,1998,3,SP,90,53,21
9803 SP 90 60,199803,1998,3,SP,90,60,30
9803 SP 90 70,199803,1998,3,SP,90,70,20
9803 SP 90 80,199803,1998,3,SP,90,80,12
9803 SP 90 90,199803,1998,3,SP,90,90,7
9804 JD 76.7 100,199804,1998,4,JD,76.7,100,11
9804 JD 76.7 49,199804,1998,4,JD,76.7,49,95
9804 JD 76.7 51,199804,1998,4,JD,76.7,51,51
9804 JD 76.7 55,199804,1998,4,JD,76.7,55,31
9804 JD 76.7 60,199804,1998,4,JD,76.7,60,16
9804 JD 76.7 70,199804,1998,4,JD,76.7,70,11
9804 JD 76.7 80,199804,1998,4,JD,76.7,80,30
9804 JD 76.7 90,199804,1998,4,JD,76.7,90,9
9804 JD 80 100,199804,1998,4,JD,80,100,21
9804 JD 80 51,199804,1998,4,JD,80,51,136
9804 JD 80 55,199804,1998,4,JD,80,55,91
9804 JD 80 60,199804,1998,4,JD,80,60,28
9804 JD 80 70,199804,1998,4,JD,80,70,30
9804 JD 80 80,199804,1998,4,JD,80,80,17
9804 JD 80 90,199804,1998,4,JD,80,90,25
9804 JD 81.8 46.9,199804,1998,4,JD,81.8,46.9,41
9804 JD 83.3 100,199804,1998,4,JD,83.3,100,7
9804 JD 83.3 110,199804,1998,4,JD,83.3,110,4
9804 JD 83.3 40.6,199804,1998,4,JD,83.3,40.6,28
9804 JD 83.3 42,199804,1998,4,JD,83.3,42,65
9804 JD 83.3 51,199804,1998,4,JD,83.3,51,79
9804 JD 83.3 55,199804,1998,4,JD,83.3,55,65
9804 JD 83.3 60,199804,1998,4,JD,83.3,60,27
9804 JD 83.3 70,199804,1998,4,JD,83.3,70,21
9804 JD 83.3 80,199804,1998,4,JD,83.3,80,21
9804 JD 83.3 90,199804,1998,4,JD,83.3,90,13
9804 JD 86.7 110,199804,1998,4,JD,86.7,110,4
9804 JD 86.7 33,199804,1998,4,JD,86.7,33,51
9804 JD 86.7 35,199804,1998,4,JD,86.7,35,46
9804 JD 86.7 40,199804,1998,4,JD,86.7,40,43
9804 JD 86.7 45,199804,1998,4,JD,86.7,45,49
9804 JD 86.7 50,199804,1998,4,JD,86.7,50,30
9804 JD 86.7 55,199804,1998,4,JD,86.7,55,20
9804 JD 86.7 60,199804,1998,4,JD,86.7,60,14
9804 JD 86.7 70,199804,1998,4,JD,86.7,70,17
9804 JD 86.7 80,199804,1998,4,JD,86.7,80,16
9804 JD 86.7 90,199804,1998,4,JD,86.7,90,10
9804 JD 90 100,199804,1998,4,JD,90,100,13
9804 JD 90 110,199804,1998,4,JD,90,110,9
9804 JD 90 120,199804,1998,4,JD,90,120,27
9804 JD 90 28,199804,1998,4,JD,90,28,59
9804 JD 90 30,199804,1998,4,JD,90,30,36
9804 JD 90 35,199804,1998,4,JD,90,35,26
9804 JD 90 37,199804,1998,4,JD,90,37,35
9804 JD 90 45,199804,1998,4,JD,90,45,38
9804 JD 90 53,199804,1998,4,JD,90,53,25
9804 JD 90 60,199804,1998,4,JD,90,60,15
9804 JD 90 70,199804,1998,4,JD,90,70,6
9804 JD 90 80,199804,1998,4,JD,90,80,7
9804 JD 90 90,199804,1998,4,JD,90,90,13
9804 JD 93.3 100,199804,1998,4,JD,93.3,100,13
9804 JD 93.3 110,199804,1998,4,JD,93.3,110,9
9804 JD 93.3 120,199804,1998,4,JD,93.3,120,12
9804 JD 93.3 26.7,199804,1998,4,JD,93.3,26.7,90
9804 JD 93.3 28,199804,1998,4,JD,93.3,28,44
9804 JD 93.3 30,199804,1998,4,JD,93.3,30,33
9804 JD 93.3 35,199804,1998,4,JD,93.3,35,30
9804 JD 93.3 40,199804,1998,4,JD,93.3,40,56
9804 JD 93.3 45,199804,1998,4,JD,93.3,45,42
9804 JD 93.3 50,199804,1998,4,JD,93.3,50,33
9804 JD 93.3 55,199804,1998,4,JD,93.3,55,32
9804 JD 93.3 60,199804,1998,4,JD,93.3,60,25
9804 JD 93.3 70,199804,1998,4,JD,93.3,70,10
9804 JD 93.3 80,199804,1998,4,JD,93.3,80,9
9804 JD 93.3 90,199804,1998,4,JD,93.3,90,24
9805 SP 83.3 40.6,199805,1998,5,SP,83.3,40.6,41
9805 SP 83.3 42,199805,1998,5,SP,83.3,42,173
9805 SP 83.3 51,199805,1998,5,SP,83.3,51,113
9805 SP 90 100,199805,1998,5,SP,90,100,11
9805 SP 90 28,199805,1998,5,SP,90,28,117
9805 SP 90 30,199805,1998,5,SP,90,30,52
9805 SP 90 35,199805,1998,5,SP,90,35,47
9805 SP 90 37,199805,1998,5,SP,90,37,46
9805 SP 90 45,199805,1998,5,SP,90,45,26
9805 SP 90 80,199805,1998,5,SP,90,80,9
9904 JD 76.7 100,199904,1999,4,JD,76.7,100,34
9904 JD 76.7 49,199904,1999,4,JD,76.7,49,637
9904 JD 76.7 51,199904,1999,4,JD,76.7,51,583
9904 JD 76.7 55,199904,1999,4,JD,76.7,55,94
9904 JD 76.7 60,199904,1999,4,JD,76.7,60,53
9904 JD 76.7 70,199904,1999,4,JD,76.7,70,473
9904 JD 76.7 80,199904,1999,4,JD,76.7,80,283
9904 JD 76.7 90,199904,1999,4,JD,76.7,90,237
9904 JD 80 100,199904,1999,4,JD,80,100,903
9904 JD 80 51,199904,1999,4,JD,80,51,296
9904 JD 80 55,199904,1999,4,JD,80,55,648
9904 JD 80 60,199904,1999,4,JD,80,60,192
9904 JD 80 70,199904,1999,4,JD,80,70,542
9904 JD 80 80,199904,1999,4,JD,80,80,147
9904 JD 80 90,199904,1999,4,JD,80,90,121
9904 JD 81.8 46.9,199904,1999,4,JD,81.8,46.9,187
9904 JD 83.3 100,199904,1999,4,JD,83.3,100,123
9904 JD 83.3 110,199904,1999,4,JD,83.3,110,32
9904 JD 83.3 40.6,199904,1999,4,JD,83.3,40.6,177
9904 JD 83.3 42,199904,1999,4,JD,83.3,42,193
9904 JD 83.3 51,199904,1999,4,JD,83.3,51,607
9904 JD 83.3 55,199904,1999,4,JD,83.3,55,194
9904 JD 83.3 60,199904,1999,4,JD,83.3,60,374
9904 JD 83.3 70,199904,1999,4,JD,83.3,70,122
9904 JD 83.3 80,199904,1999,4,JD,83.3,80,231
9904 JD 83.3 90,199904,1999,4,JD,83.3,90,143
9904 JD 86.7 100,199904,1999,4,JD,86.7,100,39
9904 JD 86.7 110,199904,1999,4,JD,86.7,110,41
9904 JD 86.7 33,199904,1999,4,JD,86.7,33,214
9904 JD 86.7 35,199904,1999,4,JD,86.7,35,107
9904 JD 86.7 40,199904,1999,4,JD,86.7,40,155
9904 JD 86.7 45,199904,1999,4,JD,86.7,45,270
9904 JD 86.7 50,199904,1999,4,JD,86.7,50,272
9904 JD 86.7 55,199904,1999,4,JD,86.7,55,57
9904 JD 86.7 60,199904,1999,4,JD,86.7,60,94
9904 JD 86.7 90,199904,1999,4,JD,86.7,90,39
9904 JD 90 100,199904,1999,4,JD,90,100,14
9904 JD 90 110,199904,1999,4,JD,90,110,26
9904 JD 90 120,199904,1999,4,JD,90,120,25
9904 JD 90 28,199904,1999,4,JD,90,28,122
9904 JD 90 30,199904,1999,4,JD,90,30,195
9904 JD 90 35,199904,1999,4,JD,90,35,200
9904 JD 90 37,199904,1999,4,JD,90,37,216
9904 JD 90 45,199904,1999,4,JD,90,45,408
9904 JD 90 53,199904,1999,4,JD,90,53,138
9904 JD 90 60,199904,1999,4,JD,90,60,189
9904 JD 90 70,199904,1999,4,JD,90,70,119
9904 JD 90 80,199904,1999,4,JD,90,80,98
9904 JD 90 90,199904,1999,4,JD,90,90,32
9904 JD 93.3 26.7,199904,1999,4,JD,93.3,26.7,130
9904 JD 93.3 28,199904,1999,4,JD,93.3,28,56
9904 JD 93.3 30,199904,1999,4,JD,93.3,30,88
9904 JD 93.3 35,199904,1999,4,JD,93.3,35,98
9904 JD 93.3 40,199904,1999,4,JD,93.3,40,103
9904 JD 93.3 45,199904,1999,4,JD,93.3,45,56
9904 JD 93.3 50,199904,1999,4,JD,93.3,50,51
9904 JD 93.3 55,199904,1999,4,JD,93.3,55,57
9904 JD 93.3 60,199904,1999,4,JD,93.3,60,117
9904 JD 93.3 70,199904,1999,4,JD,93.3,70,79
9904 JD 93.3 80,199904,1999,4,JD,93.3,80,58
9904 JD 93.3 90,199904,1999,4,JD,93.3,90,30
4 JD 76.7 100,200004,2000,4,JD,76.7,100,87
4 JD 76.7 49,200004,2000,4,JD,76.7,49,295
4 JD 76.7 51,200004,2000,4,JD,76.7,51,628
4 JD 76.7 55,200004,2000,4,JD,76.7,55,215
4 JD 76.7 60,200004,2000,4,JD,76.7,60,117
4 JD 76.7 70,200004,2000,4,JD,76.7,70,209
4 JD 76.7 80,200004,2000,4,JD,76.7,80,55
4 JD 76.7 90,200004,2000,4,JD,76.7,90,80
4 JD 80 100,200004,2000,4,JD,80,100,91
4 JD 80 51,200004,2000,4,JD,80,51,297
4 JD 80 55,200004,2000,4,JD,80,55,85
4 JD 80 60,200004,2000,4,JD,80,60,103
4 JD 80 70,200004,2000,4,JD,80,70,156
4 JD 80 80,200004,2000,4,JD,80,80,137
4 JD 80 90,200004,2000,4,JD,80,90,38
4 JD 81.8 46.9,200004,2000,4,JD,81.8,46.9,132
4 JD 83.3 100,200004,2000,4,JD,83.3,100,48
4 JD 83.3 110,200004,2000,4,JD,83.3,110,50
4 JD 83.3 40.6,200004,2000,4,JD,83.3,40.6,426
4 JD 83.3 42,200004,2000,4,JD,83.3,42,198
4 JD 83.3 51,200004,2000,4,JD,83.3,51,124
4 JD 83.3 55,200004,2000,4,JD,83.3,55,150
4 JD 83.3 60,200004,2000,4,JD,83.3,60,127
4 JD 83.3 70,200004,2000,4,JD,83.3,70,73
4 JD 83.3 80,200004,2000,4,JD,83.3,80,43
4 JD 83.3 90,200004,2000,4,JD,83.3,90,42
4 JD 86.7 100,200004,2000,4,JD,86.7,100,44
4 JD 86.7 110,200004,2000,4,JD,86.7,110,22
4 JD 86.7 33,200004,2000,4,JD,86.7,33,445
4 JD 86.7 35,200004,2000,4,JD,86.7,35,163
4 JD 86.7 40,200004,2000,4,JD,86.7,40,92
4 JD 86.7 45,200004,2000,4,JD,86.7,45,147
4 JD 86.7 50,200004,2000,4,JD,86.7,50,160
4 JD 86.7 55,200004,2000,4,JD,86.7,55,341
4 JD 86.7 60,200004,2000,4,JD,86.7,60,132
4 JD 86.7 70,200004,2000,4,JD,86.7,70,112
4 JD 86.7 80,200004,2000,4,JD,86.7,80,37
4 JD 86.7 90,200004,2000,4,JD,86.7,90,58
4 JD 90 100,200004,2000,4,JD,90,100,52
4 JD 90 110,200004,2000,4,JD,90,110,57
4 JD 90 120,200004,2000,4,JD,90,120,17
4 JD 90 28,200004,2000,4,JD,90,28,156
4 JD 90 30,200004,2000,4,JD,90,30,84
4 JD 90 35,200004,2000,4,JD,90,35,64
4 JD 90 37,200004,2000,4,JD,90,37,67
4 JD 90 45,200004,2000,4,JD,90,45,151
4 JD 90 53,200004,2000,4,JD,90,53,157
4 JD 90 60,200004,2000,4,JD,90,60,66
4 JD 90 70,200004,2000,4,JD,90,70,81
4 JD 90 80,200004,2000,4,JD,90,80,120
4 JD 90 90,200004,2000,4,JD,90,90,83
4 JD 93.3 100,200004,2000,4,JD,93.3,100,33
4 JD 93.3 110,200004,2000,4,JD,93.3,110,16
4 JD 93.3 120,200004,2000,4,JD,93.3,120,28
4 JD 93.3 26.7,200004,2000,4,JD,93.3,26.7,156
4 JD 93.3 28,200004,2000,4,JD,93.3,28,96
4 JD 93.3 30,200004,2000,4,JD,93.3,30,121
4 JD 93.3 35,200004,2000,4,JD,93.3,35,112
4 JD 93.3 40,200004,2000,4,JD,93.3,40,102
4 JD 93.3 45,200004,2000,4,JD,93.3,45,50
4 JD 93.3 50,200004,2000,4,JD,93.3,50,31
4 JD 93.3 55,200004,2000,4,JD,93.3,55,84
4 JD 93.3 60,200004,2000,4,JD,93.3,60,83
4 JD 93.3 70,200004,2000,4,JD,93.3,70,85
4 JD 93.3 80,200004,2000,4,JD,93.3,80,35
4 JD 93.3 90,200004,2000,4,JD,93.3,90,30
104 JD 76.7 100,200104,2001,4,JD,76.7,100,31
104 JD 76.7 49,200104,2001,4,JD,76.7,49,126
104 JD 76.7 51,200104,2001,4,JD,76.7,51,218
104 JD 76.7 55,200104,2001,4,JD,76.7,55,196
104 JD 76.7 60,200104,2001,4,JD,76.7,60,153
104 JD 76.7 70,200104,2001,4,JD,76.7,70,91
104 JD 76.7 80,200104,2001,4,JD,76.7,80,97
104 JD 76.7 90,200104,2001,4,JD,76.7,90,115
104 JD 80 100,200104,2001,4,JD,80,100,60
104 JD 80 51,200104,2001,4,JD,80,51,470
104 JD 80 55,200104,2001,4,JD,80,55,268
104 JD 80 60,200104,2001,4,JD,80,60,217
104 JD 80 70,200104,2001,4,JD,80,70,192
104 JD 80 80,200104,2001,4,JD,80,80,84
104 JD 80 90,200104,2001,4,JD,80,90,120
104 JD 81.8 46.9,200104,2001,4,JD,81.8,46.9,199
104 JD 83.3 100,200104,2001,4,JD,83.3,100,195
104 JD 83.3 110,200104,2001,4,JD,83.3,110,61
104 JD 83.3 40.6,200104,2001,4,JD,83.3,40.6,587
104 JD 83.3 42,200104,2001,4,JD,83.3,42,446
104 JD 83.3 51,200104,2001,4,JD,83.3,51,352
104 JD 83.3 55,200104,2001,4,JD,83.3,55,277
104 JD 83.3 60,200104,2001,4,JD,83.3,60,189
104 JD 83.3 70,200104,2001,4,JD,83.3,70,131
104 JD 83.3 80,200104,2001,4,JD,83.3,80,187
104 JD 83.3 90,200104,2001,4,JD,83.3,90,125
104 JD 86.7 100,200104,2001,4,JD,86.7,100,26
104 JD 86.7 110,200104,2001,4,JD,86.7,110,46
104 JD 86.7 33,200104,2001,4,JD,86.7,33,222
104 JD 86.7 35,200104,2001,4,JD,86.7,35,58
104 JD 86.7 40,200104,2001,4,JD,86.7,40,81
104 JD 86.7 45,200104,2001,4,JD,86.7,45,348
104 JD 86.7 50,200104,2001,4,JD,86.7,50,336
104 JD 86.7 55,200104,2001,4,JD,86.7,55,241
104 JD 86.7 60,200104,2001,4,JD,86.7,60,56
104 JD 86.7 70,200104,2001,4,JD,86.7,70,95
104 JD 86.7 80,200104,2001,4,JD,86.7,80,143
104 JD 86.7 90,200104,2001,4,JD,86.7,90,61
104 JD 90 100,200104,2001,4,JD,90,100,16
104 JD 90 110,200104,2001,4,JD,90,110,20
104 JD 90 120,200104,2001,4,JD,90,120,26
104 JD 90 28,200104,2001,4,JD,90,28,157
104 JD 90 30,200104,2001,4,JD,90,30,164
104 JD 90 35,200104,2001,4,JD,90,35,106
104 JD 90 37,200104,2001,4,JD,90,37,52
104 JD 90 45,200104,2001,4,JD,90,45,97
104 JD 90 53,200104,2001,4,JD,90,53,168
104 JD 90 60,200104,2001,4,JD,90,60,108
104 JD 90 70,200104,2001,4,JD,90,70,53
104 JD 90 80,200104,2001,4,JD,90,80,47
104 JD 90 90,200104,2001,4,JD,90,90,24
104 JD 93.3 100,200104,2001,4,JD,93.3,100,34
104 JD 93.3 110,200104,2001,4,JD,93.3,110,18
104 JD 93.3 26.7,200104,2001,4,JD,93.3,26.7,95
104 JD 93.3 28,200104,2001,4,JD,93.3,28,53
104 JD 93.3 30,200104,2001,4,JD,93.3,30,52
104 JD 93.3 35,200104,2001,4,JD,93.3,35,93
104 JD 93.3 40,200104,2001,4,JD,93.3,40,51
104 JD 93.3 45,200104,2001,4,JD,93.3,45,32
104 JD 93.3 50,200104,2001,4,JD,93.3,50,35
104 JD 93.3 55,200104,2001,4,JD,93.3,55,23
104 JD 93.3 60,200104,2001,4,JD,93.3,60,52
104 JD 93.3 70,200104,2001,4,JD,93.3,70,42
104 JD 93.3 80,200104,2001,4,JD,93.3,80,24
104 JD 93.3 90,200104,2001,4,JD,93.3,90,20
204 JD 76.7 100,200204,2002,4,JD,76.7,100,91
204 JD 76.7 49,200204,2002,4,JD,76.7,49,146
204 JD 76.7 51,200204,2002,4,JD,76.7,51,129
204 JD 76.7 55,200204,2002,4,JD,76.7,55,177
204 JD 76.7 60,200204,2002,4,JD,76.7,60,115
204 JD 76.7 70,200204,2002,4,JD,76.7,70,178
204 JD 76.7 80,200204,2002,4,JD,76.7,80,67
204 JD 76.7 90,200204,2002,4,JD,76.7,90,153
204 JD 80 100,200204,2002,4,JD,80,100,63
204 JD 80 55,200204,2002,4,JD,80,55,235
204 JD 80 60,200204,2002,4,JD,80,60,177
204 JD 80 70,200204,2002,4,JD,80,70,155
204 JD 80 80,200204,2002,4,JD,80,80,51
204 JD 80 90,200204,2002,4,JD,80,90,71
204 JD 81.8 46.9,200204,2002,4,JD,81.8,46.9,235
204 JD 83.3 100,200204,2002,4,JD,83.3,100,43
204 JD 83.3 110,200204,2002,4,JD,83.3,110,7
204 JD 83.3 40.6,200204,2002,4,JD,83.3,40.6,298
204 JD 83.3 42,200204,2002,4,JD,83.3,42,211
204 JD 83.3 51,200204,2002,4,JD,83.3,51,794
204 JD 83.3 55,200204,2002,4,JD,83.3,55,178
204 JD 83.3 60,200204,2002,4,JD,83.3,60,138
204 JD 83.3 70,200204,2002,4,JD,83.3,70,132
204 JD 83.3 80,200204,2002,4,JD,83.3,80,53
204 JD 83.3 90,200204,2002,4,JD,83.3,90,94
204 JD 86.7 100,200204,2002,4,JD,86.7,100,105
204 JD 86.7 110,200204,2002,4,JD,86.7,110,26
204 JD 86.7 33,200204,2002,4,JD,86.7,33,375
204 JD 86.7 35,200204,2002,4,JD,86.7,35,274
204 JD 86.7 40,200204,2002,4,JD,86.7,40,166
204 JD 86.7 45,200204,2002,4,JD,86.7,45,234
204 JD 86.7 50,200204,2002,4,JD,86.7,50,181
204 JD 86.7 55,200204,2002,4,JD,86.7,55,99
204 JD 86.7 60,200204,2002,4,JD,86.7,60,106
204 JD 86.7 70,200204,2002,4,JD,86.7,70,110
204 JD 86.7 80,200204,2002,4,JD,86.7,80,86
204 JD 86.7 90,200204,2002,4,JD,86.7,90,80
204 JD 90 100,200204,2002,4,JD,90,100,66
204 JD 90 110,200204,2002,4,JD,90,110,37
204 JD 90 120,200204,2002,4,JD,90,120,18
204 JD 90 28,200204,2002,4,JD,90,28,207
204 JD 90 30,200204,2002,4,JD,90,30,82
204 JD 90 35,200204,2002,4,JD,90,35,140
204 JD 90 37,200204,2002,4,JD,90,37,89
204 JD 90 45,200204,2002,4,JD,90,45,65
204 JD 90 53,200204,2002,4,JD,90,53,119
204 JD 90 60,200204,2002,4,JD,90,60,120
204 JD 90 70,200204,2002,4,JD,90,70,227
204 JD 90 80,200204,2002,4,JD,90,80,107
204 JD 90 90,200204,2002,4,JD,90,90,76
204 JD 93.3 100,200204,2002,4,JD,93.3,100,41
204 JD 93.3 110,200204,2002,4,JD,93.3,110,35
204 JD 93.3 120,200204,2002,4,JD,93.3,120,18
204 JD 93.3 26.7,200204,2002,4,JD,93.3,26.7,152
204 JD 93.3 28,200204,2002,4,JD,93.3,28,53
204 JD 93.3 30,200204,2002,4,JD,93.3,30,56
204 JD 93.3 35,200204,2002,4,JD,93.3,35,72
204 JD 93.3 40,200204,2002,4,JD,93.3,40,248
204 JD 93.3 45,200204,2002,4,JD,93.3,45,161
204 JD 93.3 50,200204,2002,4,JD,93.3,50,149
204 JD 93.3 55,200204,2002,4,JD,93.3,55,83
204 JD 93.3 60,200204,2002,4,JD,93.3,60,114
204 JD 93.3 70,200204,2002,4,JD,93.3,70,152
204 JD 93.3 80,200204,2002,4,JD,93.3,80,114
204 JD 93.3 90,200204,2002,4,JD,93.3,90,77
304 RR 76.7 100,200304,2003,4,RR,76.7,100,26
304 RR 76.7 49,200304,2003,4,RR,76.7,49,1229
304 RR 76.7 51,200304,2003,4,RR,76.7,51,96
304 RR 76.7 55,200304,2003,4,RR,76.7,55,170
304 RR 76.7 60,200304,2003,4,RR,76.7,60,53
304 RR 76.7 70,200304,2003,4,RR,76.7,70,59
304 RR 76.7 80,200304,2003,4,RR,76.7,80,38
304 RR 76.7 90,200304,2003,4,RR,76.7,90,31
304 RR 80 100,200304,2003,4,RR,80,100,25
304 RR 80 51,200304,2003,4,RR,80,51,384
304 RR 80 55,200304,2003,4,RR,80,55,242
304 RR 80 60,200304,2003,4,RR,80,60,259
304 RR 80 70,200304,2003,4,RR,80,70,46
304 RR 80 80,200304,2003,4,RR,80,80,134
304 RR 80 90,200304,2003,4,RR,80,90,156
304 RR 81.8 46.9,200304,2003,4,RR,81.8,46.9,172
304 RR 83.3 100,200304,2003,4,RR,83.3,100,62
304 RR 83.3 110,200304,2003,4,RR,83.3,110,22
304 RR 83.3 40.6,200304,2003,4,RR,83.3,40.6,323
304 RR 83.3 42,200304,2003,4,RR,83.3,42,70
304 RR 83.3 51,200304,2003,4,RR,83.3,51,247
304 RR 83.3 55,200304,2003,4,RR,83.3,55,136
304 RR 83.3 60,200304,2003,4,RR,83.3,60,114
304 RR 83.3 70,200304,2003,4,RR,83.3,70,65
304 RR 83.3 80,200304,2003,4,RR,83.3,80,63
304 RR 83.3 90,200304,2003,4,RR,83.3,90,138
304 RR 86.7 100,200304,2003,4,RR,86.7,100,43
304 RR 86.7 110,200304,2003,4,RR,86.7,110,46
304 RR 86.7 33,200304,2003,4,RR,86.7,33,1123
304 RR 86.7 35,200304,2003,4,RR,86.7,35,390
304 RR 86.7 40,200304,2003,4,RR,86.7,40,256
304 RR 86.7 45,200304,2003,4,RR,86.7,45,198
304 RR 86.7 50,200304,2003,4,RR,86.7,50,388
304 RR 86.7 55,200304,2003,4,RR,86.7,55,154
304 RR 86.7 60,200304,2003,4,RR,86.7,60,118
304 RR 86.7 70,200304,2003,4,RR,86.7,70,165
304 RR 86.7 80,200304,2003,4,RR,86.7,80,51
304 RR 86.7 90,200304,2003,4,RR,86.7,90,112
304 RR 90 100,200304,2003,4,RR,90,100,36
304 RR 90 110,200304,2003,4,RR,90,110,47
304 RR 90 120,200304,2003,4,RR,90,120,21
304 RR 90 28,200304,2003,4,RR,90,28,642
304 RR 90 30,200304,2003,4,RR,90,30,182
304 RR 90 35,200304,2003,4,RR,90,35,183
304 RR 90 37,200304,2003,4,RR,90,37,255
304 RR 90 45,200304,2003,4,RR,90,45,165
304 RR 90 53,200304,2003,4,RR,90,53,112
304 RR 90 60,200304,2003,4,RR,90,60,65
304 RR 90 70,200304,2003,4,RR,90,70,107
304 RR 90 80,200304,2003,4,RR,90,80,36
304 RR 90 90,200304,2003,4,RR,90,90,33
304 RR 93.3 100,200304,2003,4,RR,93.3,100,111
304 RR 93.3 110,200304,2003,4,RR,93.3,110,17
304 RR 93.3 120,200304,2003,4,RR,93.3,120,17
304 RR 93.3 26.7,200304,2003,4,RR,93.3,26.7,68
304 RR 93.3 28,200304,2003,4,RR,93.3,28,65
304 RR 93.3 30,200304,2003,4,RR,93.3,30,115
304 RR 93.3 35,200304,2003,4,RR,93.3,35,81
304 RR 93.3 40,200304,2003,4,RR,93.3,40,76
304 RR 93.3 45,200304,2003,4,RR,93.3,45,49
304 RR 93.3 50,200304,2003,4,RR,93.3,50,27
304 RR 93.3 55,200304,2003,4,RR,93.3,55,51
304 RR 93.3 60,200304,2003,4,RR,93.3,60,73
304 RR 93.3 70,200304,2003,4,RR,93.3,70,21
304 RR 93.3 80,200304,2003,4,RR,93.3,80,12
304 RR 93.3 90,200304,2003,4,RR,93.3,90,31
404 NM 76.7 100,200404,2004,4,NM,76.7,100,66
404 NM 76.7 49,200404,2004,4,NM,76.7,49,236
404 NM 76.7 51,200404,2004,4,NM,76.7,51,90
404 NM 76.7 55,200404,2004,4,NM,76.7,55,111
404 NM 76.7 60,200404,2004,4,NM,76.7,60,77
404 NM 76.7 70,200404,2004,4,NM,76.7,70,46
